OrderLineID,Order_ID,product_id,Qty Ordered,Unit Price at Sale,Line Total,Currency
OL509255,ORD-107416,PRD2155,3,467.61,1402.83,NGN
OL509256,ORD-101061,PRD2032,1,366.19,366.19,EUR
OL509257,ORD-104913,PRD2036,5,87.81,439.05,GBP
OL509258,ORD-108509,PRD2232,3,388.17,1164.51,NGN
OL509259,ORD-104965,PRD2172,3,358.85,1076.55,USD
OL509260,ORD-108685,PRD2091,0,66.46,,USD
OL509261,ORD-101494,PRD2235,2,149.13,298.26,US Dollar
OL509262,ORD-102248,PRD2135,-1,273.8,,NGN
OL509263,ORD-103129,PRD2146,0,$198.9,,usd
OL509264,ORD-107758,PRD2047,2,$164.9,329.8,NGN
OL509265,ORD-103816,PRD2053,2,462.12,924.24,usd
OL509266,ORD-101634,PRD2091,2,172.6,345.2,USD
OL509267,ORD-103362,PRD2241,0,331.06,,NGN
OL509268,ORD-104490,PRD2062,4,76.19,304.76,GBP
OL509269,ORD-107517,PRD2054,3,5.83,17.49,US Dollar
OL509270,ORD-103269,PRD2105,0,232.44,,USD
OL509271,ORD-102179,PRD2087,999,364.55,364185.45,USD
OL509272,ORD-102245,PRD2056,0,475.87,,USD
OL509273,ORD-105357,PRD2146,1,249.72,249.72,US Dollar
OL509274,ORD-101238,PRD2097,0,$238.19,,USD
OL509275,ORD-100237,PRD2007,999,161.43,161268.57,EUR
OL509276,ORD-100659,PRD2057,0,235.75,,NGN
OL509277,ORD-106100,PRD2042,4,123.17,492.68,GBP
OL509278,ORD-108266,PRD2050,4,90.3,361.2,EUR
OL509279,ORD-104337,PRD2003,2,225.81,451.62,usd
OL509280,ORD-103695,PRD2066,3,317.19,951.57,US Dollar
OL509281,ORD-108117,PRD2045,0,344.6,,EUR
OL509282,ORD-107210,PRD2248,1,475.04,475.04,US Dollar
OL509283,ORD-102920,PRD2181,1,404.33,404.33,US Dollar
OL509284,ORD-103054,PRD2248,0,305.84,,GBP
OL509285,ORD-108308,PRD2113,1,448.3,448.3,USD
OL509286,ORD-100097,PRD2171,2,380.58,761.16,GBP
OL509287,ORD-108285,PRD2075,4,353.01,1412.04,USD
OL509288,ORD-107242,PRD2107,1,465.04,465.04,usd
OL509289,ORD-100190,PRD2049,5,148.46,742.3,GBP
OL509290,ORD-102324,PRD2112,0,357.98,,GBP
OL509291,ORD-101577,PRD2128,5,257.65,1288.25,US Dollar
OL509292,ORD-100675,PRD2226,2,56.8,113.6,USD
OL509293,ORD-106526,PRD2102,3,479.4,1438.2,usd
OL509294,ORD-108579,PRD2087,1,257.49,257.49,EUR
OL509295,ORD-101617,PRD2104,1,238.55,238.55,USD
OL509296,ORD-104138,PRD2107,0,$256.36,,GBP
OL509297,ORD-104313,PRD2183,1,77.23,77.23,US Dollar
OL509298,ORD-104234,PRD2001,-1,281.51,,usd
OL509299,ORD-100593,PRD2036,3,429.45,1288.35,GBP
OL509300,ORD-108434,PRD2205,0,105.9,,EUR
OL509301,ORD-104961,PRD2214,1,285.89,285.89,GBP
OL509302,ORD-101228,PRD2114,4,212.21,848.84,usd
OL509303,ORD-101772,PRD2050,5,198.71,993.55,USD
OL509304,ORD-102222,PRD2143,2,353.93,707.86,NGN
OL509305,ORD-104220,PRD2227,4,154.84,619.36,USD
OL509306,ORD-100240,PRD2087,0,421.02,,GBP
OL509307,ORD-103159,PRD2149,4,$397.74,1590.96,GBP
OL509308,ORD-103514,PRD2211,1,$472.64,472.64,US Dollar
OL509309,ORD-105656,PRD2052,3,323.17,969.51,NGN
OL509310,ORD-103735,PRD2122,4,280.11,1120.44,US Dollar
OL509311,ORD-104415,PRD2043,1,345.17,345.17,usd
OL509312,ORD-106393,PRD2162,1,376.28,376.28,US Dollar
OL509313,ORD-105365,PRD2020,5,162.11,810.55,GBP
OL509314,ORD-100498,PRD2023,4,407.34,1629.36,GBP
OL509315,ORD-108390,PRD2145,1,467.06,467.06,EUR
OL509316,ORD-100397,PRD2038,0,344.47,,NGN
OL509317,ORD-104648,PRD2190,4,455.22,1820.88,GBP
OL509318,ORD-106481,PRD2220,2,309.9,619.8,US Dollar
OL509319,ORD-103822,PRD2141,3,163.45,490.35,US Dollar
OL509320,ORD-101795,PRD2056,5,68.4,342.0,EUR
OL509321,ORD-102474,PRD2138,999,28.72,28691.28,usd
OL509322,ORD-107069,PRD2031,4,337.17,1348.68,usd
OL509323,ORD-103222,PRD2078,0,222.71,,usd
OL509324,ORD-101175,PRD2211,4,475.01,1900.04,GBP
OL509325,ORD-102218,PRD2064,1,171.4,171.4,USD
OL509326,ORD-103321,PRD2061,4,33.28,133.12,NGN
OL509327,ORD-105593,PRD2120,3,414.95,1244.85,GBP
OL509328,ORD-108536,PRD2081,5,238.59,1192.95,NGN
OL509329,ORD-104622,PRD2064,2,259.28,518.56,US Dollar
OL509330,ORD-107535,PRD2012,-1,46.15,,GBP
OL509331,ORD-103066,PRD2242,0,143.53,,GBP
OL509332,ORD-108221,PRD2123,1,91.47,91.47,NGN
OL509333,ORD-107256,PRD2217,4,57.38,229.52,US Dollar
OL509334,ORD-107800,PRD2046,3,281.12,843.36,usd
OL509335,ORD-107288,PRD2166,5,$222.98,1114.9,usd
OL509336,ORD-104990,PRD2090,-1,444.81,,USD
OL509337,ORD-103354,PRD2238,2,323.07,646.14,usd
OL509338,ORD-106436,PRD2095,4,306.76,1227.04,usd
OL509339,ORD-107564,PRD2171,4,479.56,1918.24,USD
OL509340,ORD-100648,PRD2019,4,252.09,1008.36,NGN
OL509341,ORD-105435,PRD2118,5,$424.72,2123.6,USD
OL509342,ORD-103005,PRD2223,2,347.03,694.06,GBP
OL509343,ORD-107033,PRD2236,-1,105.45,,NGN
OL509344,ORD-102550,PRD2070,4,448.58,1794.32,NGN
OL509345,ORD-108717,PRD2100,2,28.75,57.5,GBP
OL509346,ORD-105652,PRD2108,5,339.13,1695.65,GBP
OL509347,ORD-104355,PRD2078,5,10.59,52.95,GBP
OL509348,ORD-101718,PRD2043,2,144.44,288.88,usd
OL509349,ORD-106045,PRD2101,999,187.89,187702.11,US Dollar
OL509350,ORD-108644,PRD2035,3,156.67,470.01,usd
OL509351,ORD-104527,PRD2241,2,425.43,850.86,NGN
OL509352,ORD-108306,PRD2035,5,469.71,2348.55,US Dollar
OL509353,ORD-104258,PRD2009,999,421.26,420838.74,EUR
OL509354,ORD-104438,PRD2238,4,331.71,1326.84,USD
OL509355,ORD-103740,PRD2240,1,412.41,412.41,US Dollar
OL509356,ORD-101917,PRD2102,3,343.46,1030.38,EUR
OL509357,ORD-101535,PRD2229,2,85.2,170.4,EUR
OL509358,ORD-105229,PRD2102,3,340.44,1021.32,EUR
OL509359,ORD-101027,PRD2021,3,$286.65,859.95,EUR
OL509360,ORD-104790,PRD2116,3,225.13,675.39,US Dollar
OL509361,ORD-106336,PRD2183,5,240.72,1203.6,NGN
OL509362,ORD-103012,PRD2237,5,356.8,1784.0,EUR
OL509363,ORD-102901,PRD2160,3,388.72,1166.16,GBP
OL509364,ORD-100252,PRD2188,3,129.5,388.5,NGN
OL509365,ORD-101957,PRD2183,2,$317.53,635.06,US Dollar
OL509366,ORD-107182,PRD2150,1,306.08,306.08,USD
OL509367,ORD-101452,PRD2148,3,492.5,1477.5,NGN
OL509368,ORD-102326,PRD2156,0,75.92,,NGN
OL509369,ORD-108075,PRD2060,-1,235.69,,US Dollar
OL509370,ORD-100689,PRD2011,5,144.37,721.85,EUR
OL509371,ORD-102696,PRD2158,2,433.21,866.42,NGN
OL509372,ORD-106097,PRD2215,3,190.94,572.82,NGN
OL509373,ORD-106130,PRD2154,2,131.29,262.58,EUR
OL509374,ORD-108166,PRD2190,3,391.97,1175.91,usd
OL509375,ORD-104211,PRD2233,3,168.97,506.91,GBP
OL509376,ORD-106380,PRD2039,0,384.92,,usd
OL509377,ORD-103584,PRD2012,0,128.18,,EUR
OL509378,ORD-106642,PRD2022,5,$211.08,1055.4,USD
OL509379,ORD-101003,PRD2104,3,217.38,652.14,NGN
OL509380,ORD-101852,PRD2130,1,298.47,298.47,GBP
OL509381,ORD-108707,PRD2205,2,419.3,838.6,US Dollar
OL509382,ORD-103331,PRD2001,5,122.34,611.7,usd
OL509383,ORD-105466,PRD2225,-1,$167.34,,USD
OL509384,ORD-107587,PRD2003,2,89.6,179.2,USD
OL509385,ORD-108056,PRD2138,1,$193.49,193.49,USD
OL509386,ORD-101952,PRD2225,4,138.47,553.88,EUR
OL509387,ORD-102008,PRD2169,0,49.2,,GBP
OL509388,ORD-100056,PRD2139,-1,291.67,,GBP
OL509389,ORD-102033,PRD2219,5,275.64,1378.2,EUR
OL509390,ORD-103319,PRD2056,1,331.2,331.2,usd
OL509391,ORD-101921,PRD2191,5,468.05,2340.25,USD
OL509392,ORD-102862,PRD2159,3,230.57,691.71,NGN
OL509393,ORD-100974,PRD2100,3,$344.73,1034.19,GBP
OL509394,ORD-107929,PRD2002,1,371.83,371.83,usd
OL509395,ORD-105666,PRD2244,1,474.62,474.62,usd
OL509396,ORD-101370,PRD2186,1,19.24,19.24,NGN
OL509397,ORD-108848,PRD2245,-1,236.26,,GBP
OL509398,ORD-106910,PRD2167,5,425.58,2127.9,usd
OL509399,ORD-102373,PRD2175,4,6.23,24.92,USD
OL509400,ORD-105953,PRD2008,4,86.81,347.24,EUR
OL509401,ORD-107477,PRD2072,2,57.64,115.28,EUR
OL509402,ORD-106322,PRD2117,3,$286.07,858.21,usd
OL509403,ORD-102798,PRD2115,3,199.83,599.49,usd
OL509404,ORD-100743,PRD2114,4,351.7,1406.8,EUR
OL509405,ORD-107654,PRD2164,4,326.49,1305.96,USD
OL509406,ORD-100998,PRD2146,5,$168.06,840.3,usd
OL509407,ORD-106651,PRD2098,4,490.51,1962.04,EUR
OL509408,ORD-101379,PRD2144,4,250.02,1000.08,usd
OL509409,ORD-102607,PRD2179,3,$310.05,930.15,usd
OL509410,ORD-105784,PRD2056,1,477.41,477.41,EUR
OL509411,ORD-102781,PRD2203,-1,306.43,,EUR
OL509412,ORD-104682,PRD2242,5,152.04,760.2,US Dollar
OL509413,ORD-108019,PRD2134,999,138.43,138291.57,USD
OL509414,ORD-100096,PRD2192,2,353.34,706.68,USD
OL509415,ORD-108480,PRD2046,2,371.86,743.72,usd
OL509416,ORD-107776,PRD2030,999,67.96,67892.04,EUR
OL509417,ORD-102263,PRD2148,1,425.27,425.27,USD
OL509418,ORD-106976,PRD2123,4,448.27,1793.08,EUR
OL509419,ORD-108448,PRD2017,3,119.86,359.58,GBP
OL509420,ORD-100040,PRD2099,4,145.33,581.32,GBP
OL509421,ORD-100232,PRD2232,3,403.68,1211.04,EUR
OL509422,ORD-108205,PRD2163,5,387.99,1939.95,NGN
OL509423,ORD-101697,PRD2164,1,261.13,261.13,GBP
OL509424,ORD-101399,PRD2203,4,419.7,1678.8,US Dollar
OL509425,ORD-108959,PRD2006,2,111.1,222.2,USD
OL509426,ORD-103363,PRD2193,0,414.9,,USD
OL509427,ORD-108384,PRD2244,2,216.07,432.14,US Dollar
OL509428,ORD-105959,PRD2050,2,40.72,81.44,usd
OL509429,ORD-104959,PRD2236,4,267.14,1068.56,EUR
OL509430,ORD-108891,PRD2224,2,226.55,453.1,US Dollar
OL509431,ORD-102627,PRD2082,5,352.3,1761.5,EUR
OL509432,ORD-102144,PRD2053,0,101.66,,usd
OL509433,ORD-101917,PRD2069,3,336.76,1010.28,GBP
OL509434,ORD-103000,PRD2181,4,221.33,885.32,GBP
OL509435,ORD-103449,PRD2235,4,323.0,1292.0,US Dollar
OL509436,ORD-108837,PRD2156,4,239.27,957.08,usd
OL509437,ORD-103669,PRD2053,3,327.84,983.52,USD
OL509438,ORD-105729,PRD2059,0,$106.9,,EUR
OL509439,ORD-100519,PRD2100,3,$337.98,1013.94,NGN
OL509440,ORD-105057,PRD2139,999,45.3,45254.7,USD
OL509441,ORD-101721,PRD2077,4,31.42,125.68,US Dollar
OL509442,ORD-107063,PRD2028,3,195.98,587.94,usd
OL509443,ORD-100565,PRD2203,4,401.66,1606.64,EUR
OL509444,ORD-102002,PRD2120,0,$394.49,,USD
OL509445,ORD-103898,PRD2036,4,$449.6,1798.4,US Dollar
OL509446,ORD-107344,PRD2153,999,363.87,363506.13,usd
OL509447,ORD-102931,PRD2090,1,380.32,380.32,US Dollar
OL509448,ORD-103850,PRD2201,4,137.59,550.36,EUR
OL509449,ORD-107143,PRD2243,5,460.93,2304.65,usd
OL509450,ORD-108047,PRD2091,3,204.06,612.18,EUR
OL509451,ORD-108560,PRD2134,999,366.92,366553.08,US Dollar
OL509452,ORD-102247,PRD2235,1,180.6,180.6,EUR
OL509453,ORD-102846,PRD2107,3,189.25,567.75,EUR
OL509454,ORD-102971,PRD2144,999,203.26,203056.74,NGN
OL509455,ORD-105714,PRD2177,999,271.72,271448.28,EUR
OL509456,ORD-106901,PRD2134,4,$391.88,1567.52,usd
OL509457,ORD-103007,PRD2157,1,$290.51,290.51,US Dollar
OL509458,ORD-103957,PRD2129,5,276.51,1382.55,US Dollar
OL509459,ORD-105310,PRD2035,2,263.93,527.86,NGN
OL509460,ORD-106934,PRD2125,999,14.03,14015.97,EUR
OL509461,ORD-102526,PRD2203,2,83.61,167.22,GBP
OL509462,ORD-101524,PRD2227,4,22.29,89.16,USD
OL509463,ORD-108456,PRD2204,2,25.48,50.96,GBP
OL509464,ORD-101469,PRD2097,2,442.15,884.3,EUR
OL509465,ORD-103492,PRD2033,3,498.71,1496.13,US Dollar
OL509466,ORD-102195,PRD2178,0,319.29,,USD
OL509467,ORD-105219,PRD2134,999,2.26,2257.74,NGN
OL509468,ORD-102059,PRD2036,5,151.29,756.45,GBP
OL509469,ORD-107559,PRD2158,0,443.3,,EUR
OL509470,ORD-100439,PRD2152,999,488.57,488081.43,US Dollar
OL509471,ORD-101969,PRD2176,1,191.1,191.1,NGN
OL509472,ORD-106446,PRD2084,4,$467.14,1868.56,usd
OL509473,ORD-104434,PRD2088,0,396.53,,NGN
OL509474,ORD-100368,PRD2039,0,107.75,,USD
OL509475,ORD-105348,PRD2013,5,180.03,900.15,usd
OL509476,ORD-103577,PRD2045,4,375.61,1502.44,USD
OL509477,ORD-104825,PRD2029,5,117.82,589.1,usd
OL509478,ORD-101125,PRD2167,0,389.43,,US Dollar
OL509479,ORD-106714,PRD2087,5,$406.11,2030.55,US Dollar
OL509480,ORD-104240,PRD2218,2,415.36,830.72,usd
OL509481,ORD-107449,PRD2175,999,$421.1,420678.9,US Dollar
OL509482,ORD-104913,PRD2178,2,122.2,244.4,NGN
OL509483,ORD-102436,PRD2197,1,330.09,330.09,EUR
OL509484,ORD-106025,PRD2122,4,462.83,1851.32,USD
OL509485,ORD-100989,PRD2061,-1,$396.88,,GBP
OL509486,ORD-102677,PRD2072,2,359.31,718.62,US Dollar
OL509487,ORD-107331,PRD2210,2,349.63,699.26,NGN
OL509488,ORD-102135,PRD2040,5,468.49,2342.45,US Dollar
OL509489,ORD-107760,PRD2011,3,497.1,1491.3,EUR
OL509490,ORD-104081,PRD2193,999,117.78,117662.22,GBP
OL509491,ORD-107807,PRD2093,1,316.27,316.27,GBP
OL509492,ORD-104601,PRD2211,-1,484.29,,USD
OL509493,ORD-104627,PRD2020,0,176.22,,GBP
OL509494,ORD-102684,PRD2103,4,196.25,785.0,NGN
OL509495,ORD-104382,PRD2188,3,$354.07,1062.21,USD
OL509496,ORD-101519,PRD2173,0,334.62,,GBP
OL509497,ORD-103313,PRD2165,4,382.0,1528.0,NGN
OL509498,ORD-108490,PRD2180,3,65.61,196.83,GBP
OL509499,ORD-105062,PRD2123,-1,396.82,,GBP
OL509500,ORD-108145,PRD2078,0,40.38,,USD
OL509501,ORD-102047,PRD2064,1,477.45,477.45,NGN
OL509502,ORD-102453,PRD2135,2,167.62,335.24,USD
OL509503,ORD-106387,PRD2056,1,100.8,100.8,US Dollar
OL509504,ORD-103502,PRD2122,3,45.19,135.57,EUR
OL509505,ORD-104909,PRD2009,4,332.98,1331.92,US Dollar
OL509506,ORD-103093,PRD2133,2,$24.38,48.76,NGN
OL509507,ORD-108754,PRD2147,5,144.15,720.75,usd
OL509508,ORD-100038,PRD2093,2,74.29,148.58,usd
OL509509,ORD-108085,PRD2218,3,19.13,57.39,US Dollar
OL509510,ORD-107807,PRD2103,4,461.94,1847.76,USD
OL509511,ORD-108565,PRD2147,5,22.65,113.25,NGN
OL509512,ORD-106910,PRD2180,4,397.59,1590.36,usd
OL509513,ORD-100032,PRD2187,-1,482.13,,US Dollar
OL509514,ORD-108861,PRD2229,999,184.04,183855.96,USD
OL509515,ORD-103979,PRD2219,2,389.85,779.7,USD
OL509516,ORD-102358,PRD2069,-1,495.84,,USD
OL509517,ORD-103438,PRD2129,3,493.42,1480.26,USD
OL509518,ORD-101598,PRD2073,3,67.32,201.96,US Dollar
OL509519,ORD-102706,PRD2048,1,234.77,234.77,GBP
OL509520,ORD-104274,PRD2156,1,$478.21,478.21,GBP
OL509521,ORD-102643,PRD2112,4,22.55,90.2,GBP
OL509522,ORD-101622,PRD2112,4,339.36,1357.44,usd
OL509523,ORD-104650,PRD2055,5,326.5,1632.5,usd
OL509524,ORD-101535,PRD2234,4,352.95,1411.8,USD
OL509525,ORD-108712,PRD2048,2,$386.37,772.74,US Dollar
OL509526,ORD-101853,PRD2004,4,378.88,1515.52,US Dollar
OL509527,ORD-104396,PRD2105,4,421.77,1687.08,USD
OL509528,ORD-103678,PRD2011,4,160.66,642.64,usd
OL509529,ORD-108923,PRD2119,2,343.47,686.94,US Dollar
OL509530,ORD-102208,PRD2240,2,448.48,896.96,usd
OL509531,ORD-105744,PRD2138,4,84.86,339.44,EUR
OL509532,ORD-101813,PRD2108,999,176.58,176403.42,US Dollar
OL509533,ORD-104589,PRD2215,5,446.23,2231.15,USD
OL509534,ORD-108269,PRD2096,3,62.49,187.47,GBP
OL509535,ORD-108541,PRD2100,3,343.62,1030.86,USD
OL509536,ORD-103695,PRD2106,3,215.71,647.13,USD
OL509537,ORD-102227,PRD2116,1,425.99,425.99,USD
OL509538,ORD-107799,PRD2049,4,75.87,303.48,US Dollar
OL509539,ORD-101101,PRD2139,4,457.62,1830.48,USD
OL509540,ORD-104034,PRD2117,1,63.8,63.8,GBP
OL509541,ORD-106257,PRD2182,3,48.54,145.62,USD
OL509542,ORD-105836,PRD2118,0,450.14,,USD
OL509543,ORD-100022,PRD2222,-1,303.22,,GBP
OL509544,ORD-101251,PRD2092,5,377.98,1889.9,usd
OL509545,ORD-106050,PRD2088,1,65.35,65.35,GBP
OL509546,ORD-104419,PRD2065,5,305.96,1529.8,US Dollar
OL509547,ORD-103101,PRD2001,-1,367.97,,EUR
OL509548,ORD-108501,PRD2115,0,217.36,,EUR
OL509549,ORD-107842,PRD2086,1,18.43,18.43,GBP
OL509550,ORD-101024,PRD2157,3,88.13,264.39,EUR
OL509551,ORD-107720,PRD2133,4,$455.83,1823.32,NGN
OL509552,ORD-100727,PRD2197,999,81.69,81608.31,US Dollar
OL509553,ORD-104800,PRD2122,3,449.51,1348.53,USD
OL509554,ORD-106020,PRD2148,2,66.05,132.1,GBP
OL509555,ORD-106226,PRD2022,999,$393.9,393506.1,EUR
OL509556,ORD-100730,PRD2010,5,108.12,540.6,GBP
OL509557,ORD-106687,PRD2139,2,250.94,501.88,US Dollar
OL509558,ORD-106448,PRD2073,3,240.7,722.1,GBP
OL509559,ORD-102739,PRD2080,5,477.43,2387.15,EUR
OL509560,ORD-101822,PRD2012,3,486.6,1459.8,NGN
OL509561,ORD-102008,PRD9952,3,62.53,187.59,NGN
OL509562,ORD-100055,PRD2061,-1,165.82,,EUR
OL509563,ORD-105506,PRD2095,3,440.43,1321.29,EUR
OL509564,ORD-101226,PRD2156,0,77.03,,US Dollar
OL509565,ORD-103404,PRD2130,999,$379.46,379080.54,NGN
OL509566,ORD-101116,PRD2056,999,259.27,259010.73,GBP
OL509567,ORD-108139,PRD2046,1,34.96,34.96,USD
OL509568,ORD-100455,PRD2089,1,275.88,275.88,EUR
OL509569,ORD-104367,PRD2047,4,226.91,907.64,GBP
OL509570,ORD-108887,PRD2005,-1,52.52,,usd
OL509571,ORD-101287,PRD2190,1,197.01,197.01,GBP
OL509572,ORD-106423,PRD2002,4,55.37,221.48,NGN
OL509573,ORD-104124,PRD2246,1,333.89,333.89,GBP
OL509574,ORD-102125,PRD2161,2,40.12,80.24,GBP
OL509575,ORD-104220,PRD2181,1,489.68,489.68,USD
OL509576,ORD-101739,PRD2140,5,459.54,2297.7,usd
OL509577,ORD-103891,PRD2162,3,181.74,545.22,GBP
OL509578,ORD-108982,PRD2099,3,148.57,445.71,GBP
OL509579,ORD-108292,PRD2029,1,333.3,333.3,usd
OL509580,ORD-105572,PRD2188,3,445.37,1336.11,NGN
OL509581,ORD-107525,PRD2208,999,226.32,226093.68,GBP
OL509582,ORD-104500,PRD2154,1,107.62,107.62,NGN
OL509583,ORD-107639,PRD2192,3,246.75,740.25,US Dollar
OL509584,ORD-106280,PRD2110,5,85.47,427.35,EUR
OL509585,ORD-108568,PRD2145,2,181.1,362.2,EUR
OL509586,ORD-106260,PRD2069,1,202.41,202.41,usd
OL509587,ORD-108091,PRD2119,5,285.44,1427.2,usd
OL509588,ORD-104337,PRD2151,5,18.7,93.5,EUR
OL509589,ORD-101837,PRD2115,999,173.57,173396.43,GBP
OL509590,ORD-108470,PRD2090,2,334.45,668.9,US Dollar
OL509591,ORD-105848,PRD2010,2,162.39,324.78,GBP
OL509592,ORD-102418,PRD2249,4,28.23,112.92,USD
OL509593,ORD-104711,PRD2219,3,491.69,1475.07,EUR
OL509594,ORD-106052,PRD2008,-1,57.99,,usd
OL509595,ORD-105560,PRD2143,999,153.75,153596.25,US Dollar
OL509596,ORD-101167,PRD2188,4,$331.98,1327.92,USD
OL509597,ORD-100146,PRD2211,3,129.27,387.81,usd
OL509598,ORD-103440,PRD2002,2,93.77,187.54,USD
OL509599,ORD-105520,PRD2125,3,$194.25,582.75,NGN
OL509600,ORD-105622,PRD2008,5,155.26,776.3,EUR
OL509601,ORD-107198,PRD2037,2,223.18,446.36,GBP
OL509602,ORD-101197,PRD2200,0,307.59,,USD
OL509603,ORD-101307,PRD2002,5,490.79,2453.95,USD
OL509604,ORD-105984,PRD2182,2,$41.63,83.26,usd
OL509605,ORD-101465,PRD2184,2,$11.87,23.74,GBP
OL509606,ORD-104960,PRD2178,-1,2.75,,US Dollar
OL509607,ORD-108799,PRD2038,3,328.61,985.83,usd
OL509608,ORD-101835,PRD2029,5,5.0,25.0,usd
OL509609,ORD-100184,PRD2177,5,231.17,1155.85,USD
OL509610,ORD-105216,PRD2168,4,207.58,830.32,EUR
OL509611,ORD-105224,PRD2144,2,177.04,354.08,USD
OL509612,ORD-101789,PRD2131,4,185.66,742.64,NGN
OL509613,ORD-107056,PRD2180,-1,141.63,,NGN
OL509614,ORD-101712,PRD2042,-1,239.18,,US Dollar
OL509615,ORD-104878,PRD2137,3,52.91,158.73,US Dollar
OL509616,ORD-100813,PRD2034,1,317.14,317.14,EUR
OL509617,ORD-108715,PRD2080,3,235.04,705.12,usd
OL509618,ORD-107386,PRD2122,3,488.58,1465.74,GBP
OL509619,ORD-108110,PRD2035,3,64.08,192.24,US Dollar
OL509620,ORD-105948,PRD2004,4,134.85,539.4,EUR
OL509621,ORD-102480,PRD2018,5,63.54,317.7,EUR
OL509622,ORD-101370,PRD2241,3,160.01,480.03,usd
OL509623,ORD-107444,PRD2143,999,201.86,201658.14,EUR
OL509624,ORD-101808,PRD2004,5,19.2,96.0,EUR
OL509625,ORD-102193,PRD2050,2,464.21,928.42,US Dollar
OL509626,ORD-103589,PRD2077,5,131.62,658.1,US Dollar
OL509627,ORD-104542,PRD2172,5,67.11,335.55,USD
OL509628,ORD-107156,PRD2088,3,429.89,1289.67,usd
OL509629,ORD-101260,PRD2015,4,$185.4,741.6,usd
OL509630,ORD-107417,PRD2181,2,175.75,351.5,EUR
OL509631,ORD-100675,PRD2195,0,75.78,,US Dollar
OL509632,ORD-101249,PRD2065,4,$91.7,366.8,USD
OL509633,ORD-105678,PRD2003,5,419.49,2097.45,GBP
OL509634,ORD-103383,PRD2072,2,261.45,522.9,usd
OL509635,ORD-108653,PRD2157,1,460.82,460.82,usd
OL509636,ORD-109000,PRD2175,0,$247.91,,NGN
OL509637,ORD-107936,PRD2033,2,$157.43,314.86,USD
OL509638,ORD-102151,PRD2088,-1,119.94,,usd
OL509639,ORD-105915,PRD2032,4,301.59,1206.36,NGN
OL509640,ORD-102604,PRD2164,4,184.6,738.4,GBP
OL509641,ORD-101109,PRD2079,1,234.36,234.36,EUR
OL509642,ORD-102322,PRD2242,5,22.47,112.35,NGN
OL509643,ORD-105144,PRD2094,4,$427.67,1710.68,EUR
OL509644,ORD-108585,PRD2037,999,177.31,177132.69,US Dollar
OL509645,ORD-105638,PRD2107,-1,22.26,,USD
OL509646,ORD-102210,PRD2047,1,195.98,195.98,US Dollar
OL509647,ORD-100876,PRD2233,5,57.25,286.25,US Dollar
OL509648,ORD-107676,PRD2175,2,71.13,142.26,NGN
OL509649,ORD-108181,PRD2067,-1,72.58,,EUR
OL509650,ORD-101265,PRD2017,5,270.35,1351.75,NGN
OL509651,ORD-107850,PRD2147,2,6.39,12.78,EUR
OL509652,ORD-102257,PRD2059,4,66.1,264.4,NGN
OL509653,ORD-106132,PRD2054,4,436.64,1746.56,usd
OL509654,ORD-106412,PRD2010,4,452.69,1810.76,USD
OL509655,ORD-100665,PRD2148,5,442.92,2214.6,usd
OL509656,ORD-101003,PRD2054,5,171.36,856.8,GBP
OL509657,ORD-103589,PRD2172,5,$205.76,1028.8,USD
OL509658,ORD-106236,PRD2009,-1,214.66,,GBP
OL509659,ORD-104068,PRD2089,-1,422.5,,usd
OL509660,ORD-105081,PRD2158,4,49.64,198.56,USD
OL509661,ORD-107004,PRD2229,3,175.08,525.24,GBP
OL509662,ORD-108336,PRD2137,4,6.08,24.32,EUR
OL509663,ORD-102442,PRD2180,5,226.29,1131.45,EUR
OL509664,ORD-106065,PRD2196,3,229.07,687.21,USD
OL509665,ORD-108915,PRD2011,5,244.77,1223.85,GBP
OL509666,ORD-103373,PRD2001,3,417.09,1251.27,EUR
OL509667,ORD-101561,PRD2002,4,201.81,807.24,GBP
OL509668,ORD-101561,PRD2054,1,427.84,427.84,NGN
OL509669,ORD-100444,PRD2213,3,$359.93,1079.79,GBP
OL509670,ORD-101244,PRD2086,999,222.24,222017.76,EUR
OL509671,ORD-100043,PRD2158,2,267.8,535.6,GBP
OL509672,ORD-102529,PRD2068,1,$81.51,81.51,NGN
OL509673,ORD-105774,PRD2189,2,476.69,953.38,GBP
OL509674,ORD-102631,PRD2241,1,363.66,363.66,NGN
OL509675,ORD-104216,PRD2121,5,391.13,1955.65,USD
OL509676,ORD-102501,PRD2015,2,$262.48,524.96,US Dollar
OL509677,ORD-103198,PRD2188,1,259.01,259.01,GBP
OL509678,ORD-102636,PRD2049,999,175.09,174914.91,usd
OL509679,ORD-106048,PRD2120,2,307.45,614.9,US Dollar
OL509680,ORD-107783,PRD2162,4,27.5,110.0,NGN
OL509681,ORD-102364,PRD2191,4,289.68,1158.72,NGN
OL509682,ORD-102640,PRD2237,-1,267.16,,US Dollar
OL509683,ORD-100817,PRD2011,-1,171.83,,US Dollar
OL509684,ORD-107060,PRD2011,2,192.56,385.12,US Dollar
OL509685,ORD-100740,PRD2240,999,496.96,496463.04,USD
OL509686,ORD-101577,PRD2221,1,478.17,478.17,USD
OL509687,ORD-103871,PRD2238,3,420.69,1262.07,GBP
OL509688,ORD-106227,PRD2174,1,490.61,490.61,NGN
OL509689,ORD-104123,PRD2119,2,232.74,465.48,US Dollar
